sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.62	166894326	0.44	6.01	0.0184	150
moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.05	102341623	0.52	6.51	0.0041	150
moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.65	160185411	0.45	6.96	0.0185	150
moss_0.0_1x_20.hist	histogram	genome-skim	0.99	104362018	0.56	6.67	0.0129	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.09	101299475	0.65	4.79	0.0067	150
moss_0.001_1x_20.hist	histogram	genome-skim	0.92	112196062	0.58	6.74	0.0127	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.72	111345077	0.46	7.16	0.0143	150
moss_0.001_2x_20.hist	histogram	genome-skim	1.98	104958614	0.54	6.51	0.0134	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.88	110257203	0.46	6.72	0.0050	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.07	101950205	0.65	4.82	0.0043	150
moss_0.01_2x_23.hist	histogram	genome-skim	1.98	104841221	0.62	4.87	0.0066	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.10	101250887	0.67	5.05	0.0127	150
moss_0.0_1x_23.hist	histogram	genome-skim	1.01	102474851	0.53	6.99	0.0076	150
moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	0.97	107093700	0.63	4.93	0.0039	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.79	64863839	0.83	10.61	0.0265	150
moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	11.15	74362053	0.91	6.51	0.0268	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.90	109306084	0.48	6.79	0.0074	150
moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.32	96071742	0.54	7.69	0.0161	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.91	106177475	0.52	7.07	0.0141	150
moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.06	102090513	0.65	4.62	0.0034	150
moss_0.0_2x_23.hist	histogram	genome-skim	1.92	108001101	0.47	6.80	0.0075	150
moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.22	100946057	0.66	4.65	0.0034	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.93	111709109	0.68	4.92	0.0116	150
moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.91	108810331	0.63	4.95	0.0184	150
moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.30	96326749	0.55	7.07	0.0159	150
moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.04	99887591	0.56	7.02	0.0142	150
moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.05	102492412	0.51	6.64	0.0041	150
moss_0.001_1x_25.hist	histogram	genome-skim	1.00	103277932	0.52	6.36	0.0055	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.97	106751566	0.63	4.81	0.0047	150
moss_0.0_1x_25.hist	histogram	genome-skim	0.97	107253211	0.50	6.83	0.0055	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.41	98573314	0.55	6.43	0.0051	150
moss_0.01_8x_25.hist	histogram	genome-skim	8.26	100363440	0.66	4.75	0.0044	150
moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	1.85	112338346	0.44	6.61	0.0041	150
moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.76	110404692	0.52	7.21	0.0203	150
moss_0.0_4x_25.hist	histogram	genome-skim	4.08	101743299	0.51	6.71	0.0052	150
moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.08	95592607	0.64	7.05	0.0140	150
moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.30	96551100	0.68	5.30	0.0139	150
moss_0.001_1x_23.hist	histogram	genome-skim	0.94	109942365	0.51	6.72	0.0074	150
moss_0.001_8x_23.hist	histogram	genome-skim	8.55	96980786	0.57	6.54	0.0078	150
moss_0.01_1x_23.hist	histogram	genome-skim	0.96	108456551	0.62	4.80	0.0067	150
moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.33	99564453	0.55	6.32	0.0040	150
moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.27	100258864	0.56	9.36	0.0295	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.95	106546337	0.51	7.24	0.0136	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.97	105176963	0.62	4.55	0.0043	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.85	112293060	0.46	6.25	0.0049	150
moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.68	112585608	0.50	7.21	0.0205	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.56	96833718	0.55	6.65	0.0079	150
moss_0.01_2x_20.hist	histogram	genome-skim	2.01	103184147	0.65	4.79	0.0122	150
